Valor de la Función Objetivo: 3030, Tiempo de cómputo: 8.51741 segundos
Cantidad total de ventanas horarias entre todos los profesores: 6, Ponderación asociada: 50
Cantidad total de lecciones dobles no asignadas: 73, Ponderación asociada: 10

# Lista de Asignaciones (D x P x C) x 4
Día0, Período0, Clase0, Profesor10
Día0, Período4, Clase12, Profesor17
Día0, Período4, Clase13, Profesor26
Día0, Período4, Clase14, Profesor15
Día0, Período4, Clase15, Profesor20
Día1, Período0, Clase0, Profesor22
Día1, Período0, Clase1, Profesor43
Día1, Período0, Clase2, Profesor39
Día1, Período0, Clase3, Profesor27
Día1, Período0, Clase4, Profesor4
Día1, Período0, Clase5, Profesor34
Día1, Período0, Clase6, Profesor3
Día1, Período0, Clase7, Profesor42
Día1, Período0, Clase8, Profesor24
Día1, Período0, Clase9, Profesor37
Día1, Período0, Clase10, Profesor29
Día1, Período0, Clase11, Profesor13
Día1, Período0, Clase12, Profesor40
Día1, Período0, Clase13, Profesor9
Día1, Período0, Clase14, Profesor5
Día1, Período0, Clase15, Profesor7
Día1, Período1, Clase0, Profesor10
Día1, Período1, Clase1, Profesor22
Día1, Período1, Clase2, Profesor40
Día1, Período1, Clase3, Profesor27
Día1, Período1, Clase4, Profesor29
Día1, Período1, Clase5, Profesor34
Día1, Período1, Clase6, Profesor37
Día1, Período1, Clase7, Profesor23
Día1, Período1, Clase8, Profesor24
Día1, Período1, Clase9, Profesor4
Día1, Período1, Clase10, Profesor30
Día1, Período1, Clase11, Profesor42
Día1, Período1, Clase12, Profesor0
Día1, Período1, Clase13, Profesor9
Día1, Período1, Clase14, Profesor5
Día1, Período1, Clase15, Profesor18
Día1, Período2, Clase0, Profesor11
Día1, Período2, Clase1, Profesor22
Día1, Período2, Clase2, Profesor24
Día1, Período2, Clase3, Profesor40
Día1, Período2, Clase4, Profesor29
Día1, Período2, Clase5, Profesor41
Día1, Período2, Clase6, Profesor37
Día1, Período2, Clase7, Profesor23
Día1, Período2, Clase8, Profesor42
Día1, Período2, Clase9, Profesor4
Día1, Período2, Clase10, Profesor30
Día1, Período2, Clase11, Profesor18
Día1, Período2, Clase12, Profesor8
Día1, Período2, Clase13, Profesor17
Día1, Período2, Clase14, Profesor9
Día1, Período2, Clase15, Profesor15
Día1, Período3, Clase0, Profesor11
Día1, Período3, Clase1, Profesor41
Día1, Período3, Clase2, Profesor25
Día1, Período3, Clase3, Profesor14
Día1, Período3, Clase4, Profesor40
Día1, Período3, Clase5, Profesor32
Día1, Período3, Clase6, Profesor24
Día1, Período3, Clase7, Profesor29
Día1, Período3, Clase8, Profesor37
Día1, Período3, Clase9, Profesor31
Día1, Período3, Clase10, Profesor1
Día1, Período3, Clase11, Profesor18
Día1, Período3, Clase12, Profesor8
Día1, Período3, Clase13, Profesor17
Día1, Período3, Clase14, Profesor9
Día1, Período3, Clase15, Profesor15
Día1, Período4, Clase0, Profesor41
Día1, Período4, Clase1, Profesor14
Día1, Período4, Clase2, Profesor25
Día1, Período4, Clase3, Profesor40
Día1, Período4, Clase4, Profesor28
Día1, Período4, Clase5, Profesor32
Día1, Período4, Clase6, Profesor2
Día1, Período4, Clase7, Profesor6
Día1, Período4, Clase8, Profesor37
Día1, Período4, Clase9, Profesor31
Día1, Período4, Clase10, Profesor29
Día1, Período4, Clase11, Profesor35
Día1, Período4, Clase12, Profesor21
Día1, Período4, Clase13, Profesor15
Día1, Período4, Clase14, Profesor12
Día1, Período4, Clase15, Profesor9
Día2, Período0, Clase0, Profesor43
Día2, Período0, Clase1, Profesor28
Día2, Período0, Clase2, Profesor39
Día2, Período0, Clase3, Profesor41
Día2, Período0, Clase4, Profesor40
Día2, Período0, Clase5, Profesor5
Día2, Período0, Clase6, Profesor24
Día2, Período0, Clase7, Profesor42
Día2, Período0, Clase8, Profesor33
Día2, Período0, Clase9, Profesor37
Día2, Período0, Clase10, Profesor1
Día2, Período0, Clase11, Profesor30
Día2, Período0, Clase12, Profesor26
Día2, Período0, Clase13, Profesor8
Día2, Período0, Clase14, Profesor9
Día2, Período0, Clase15, Profesor18
Día2, Período1, Clase0, Profesor43
Día2, Período1, Clase1, Profesor40
Día2, Período1, Clase2, Profesor5
Día2, Período1, Clase3, Profesor41
Día2, Período1, Clase4, Profesor37
Día2, Período1, Clase5, Profesor32
Día2, Período1, Clase6, Profesor10
Día2, Período1, Clase7, Profesor1
Día2, Período1, Clase8, Profesor24
Día2, Período1, Clase9, Profesor33
Día2, Período1, Clase10, Profesor6
Día2, Período1, Clase11, Profesor42
Día2, Período1, Clase12, Profesor26
Día2, Período1, Clase13, Profesor8
Día2, Período1, Clase14, Profesor9
Día2, Período1, Clase15, Profesor18
Día2, Período2, Clase0, Profesor41
Día2, Período2, Clase1, Profesor5
Día2, Período2, Clase2, Profesor14
Día2, Período2, Clase3, Profesor38
Día2, Período2, Clase4, Profesor37
Día2, Período2, Clase5, Profesor19
Día2, Período2, Clase6, Profesor10
Día2, Período2, Clase7, Profesor1
Día2, Período2, Clase8, Profesor42
Día2, Período2, Clase9, Profesor24
Día2, Período2, Clase10, Profesor29
Día2, Período2, Clase11, Profesor35
Día2, Período2, Clase12, Profesor40
Día2, Período2, Clase13, Profesor18
Día2, Período2, Clase14, Profesor7
Día2, Período2, Clase15, Profesor9
Día2, Período3, Clase0, Profesor26
Día2, Período3, Clase1, Profesor27
Día2, Período3, Clase2, Profesor41
Día2, Período3, Clase3, Profesor5
Día2, Período3, Clase4, Profesor4
Día2, Período3, Clase5, Profesor28
Día2, Período3, Clase6, Profesor37
Día2, Período3, Clase7, Profesor29
Día2, Período3, Clase8, Profesor10
Día2, Período3, Clase9, Profesor24
Día2, Período3, Clase10, Profesor23
Día2, Período3, Clase11, Profesor18
Día2, Período3, Clase12, Profesor40
Día2, Período3, Clase13, Profesor21
Día2, Período3, Clase14, Profesor1
Día2, Período3, Clase15, Profesor7
Día2, Período4, Clase0, Profesor22
Día2, Período4, Clase1, Profesor28
Día2, Período4, Clase2, Profesor5
Día2, Período4, Clase3, Profesor24
Día2, Período4, Clase4, Profesor40
Día2, Período4, Clase5, Profesor41
Día2, Período4, Clase6, Profesor37
Día2, Período4, Clase7, Profesor29
Día2, Período4, Clase8, Profesor10
Día2, Período4, Clase9, Profesor3
Día2, Período4, Clase10, Profesor23
Día2, Período4, Clase11, Profesor18
Día2, Período4, Clase12, Profesor0
Día2, Período4, Clase13, Profesor21
Día2, Período4, Clase14, Profesor1
Día2, Período4, Clase15, Profesor7
Día3, Período0, Clase0, Profesor22
Día3, Período0, Clase1, Profesor28
Día3, Período0, Clase2, Profesor27
Día3, Período0, Clase3, Profesor39
Día3, Período0, Clase4, Profesor40
Día3, Período0, Clase5, Profesor32
Día3, Período0, Clase6, Profesor2
Día3, Período0, Clase7, Profesor42
Día3, Período0, Clase8, Profesor12
Día3, Período0, Clase9, Profesor31
Día3, Período0, Clase10, Profesor29
Día3, Período0, Clase11, Profesor30
Día3, Período0, Clase12, Profesor15
Día3, Período0, Clase13, Profesor18
Día3, Período0, Clase14, Profesor1
Día3, Período0, Clase15, Profesor26
Día3, Período1, Clase0, Profesor41
Día3, Período1, Clase1, Profesor28
Día3, Período1, Clase2, Profesor40
Día3, Período1, Clase3, Profesor39
Día3, Período1, Clase4, Profesor24
Día3, Período1, Clase5, Profesor22
Día3, Período1, Clase6, Profesor42
Día3, Período1, Clase7, Profesor30
Día3, Período1, Clase8, Profesor12
Día3, Período1, Clase9, Profesor31
Día3, Período1, Clase10, Profesor29
Día3, Período1, Clase11, Profesor6
Día3, Período1, Clase12, Profesor15
Día3, Período1, Clase13, Profesor18
Día3, Período1, Clase14, Profesor0
Día3, Período1, Clase15, Profesor1
Día3, Período2, Clase0, Profesor39
Día3, Período2, Clase1, Profesor41
Día3, Período2, Clase2, Profesor40
Día3, Período2, Clase3, Profesor22
Día3, Período2, Clase4, Profesor24
Día3, Período2, Clase5, Profesor34
Día3, Período2, Clase6, Profesor42
Día3, Período2, Clase7, Profesor29
Día3, Período2, Clase8, Profesor37
Día3, Período2, Clase9, Profesor4
Día3, Período2, Clase10, Profesor23
Día3, Período2, Clase11, Profesor6
Día3, Período2, Clase12, Profesor20
Día3, Período2, Clase13, Profesor15
Día3, Período2, Clase14, Profesor18
Día3, Período2, Clase15, Profesor1
Día3, Período3, Clase0, Profesor10
Día3, Período3, Clase1, Profesor40
Día3, Período3, Clase2, Profesor41
Día3, Período3, Clase3, Profesor25
Día3, Período3, Clase4, Profesor29
Día3, Período3, Clase5, Profesor34
Día3, Período3, Clase6, Profesor24
Día3, Período3, Clase7, Profesor1
Día3, Período3, Clase8, Profesor33
Día3, Período3, Clase9, Profesor37
Día3, Período3, Clase10, Profesor42
Día3, Período3, Clase11, Profesor18
Día3, Período3, Clase12, Profesor17
Día3, Período3, Clase13, Profesor20
Día3, Período3, Clase14, Profesor15
Día3, Período3, Clase15, Profesor36
Día3, Período4, Clase0, Profesor10
Día3, Período4, Clase1, Profesor5
Día3, Período4, Clase2, Profesor41
Día3, Período4, Clase3, Profesor25
Día3, Período4, Clase4, Profesor29
Día3, Período4, Clase5, Profesor19
Día3, Período4, Clase6, Profesor24
Día3, Período4, Clase7, Profesor1
Día3, Período4, Clase8, Profesor33
Día3, Período4, Clase9, Profesor37
Día3, Período4, Clase10, Profesor42
Día3, Período4, Clase11, Profesor18
Día3, Período4, Clase12, Profesor17
Día3, Período4, Clase13, Profesor20
Día3, Período4, Clase14, Profesor15
Día3, Período4, Clase15, Profesor36
Día4, Período0, Clase0, Profesor11
Día4, Período0, Clase1, Profesor43
Día4, Período0, Clase2, Profesor24
Día4, Período0, Clase3, Profesor41
Día4, Período0, Clase4, Profesor5
Día4, Período0, Clase5, Profesor28
Día4, Período0, Clase6, Profesor42
Día4, Período0, Clase7, Profesor29
Día4, Período0, Clase8, Profesor37
Día4, Período0, Clase9, Profesor3
Día4, Período0, Clase10, Profesor6
Día4, Período0, Clase11, Profesor30
Día4, Período0, Clase12, Profesor18
Día4, Período0, Clase13, Profesor17
Día4, Período0, Clase14, Profesor1
Día4, Período0, Clase15, Profesor0
Día4, Período1, Clase0, Profesor11
Día4, Período1, Clase1, Profesor39
Día4, Período1, Clase2, Profesor5
Día4, Período1, Clase3, Profesor24
Día4, Período1, Clase4, Profesor37
Día4, Período1, Clase5, Profesor41
Día4, Período1, Clase6, Profesor2
Día4, Período1, Clase7, Profesor6
Día4, Período1, Clase8, Profesor10
Día4, Período1, Clase9, Profesor3
Día4, Período1, Clase10, Profesor42
Día4, Período1, Clase11, Profesor30
Día4, Período1, Clase12, Profesor18
Día4, Período1, Clase13, Profesor17
Día4, Período1, Clase14, Profesor16
Día4, Período1, Clase15, Profesor0
Día4, Período2, Clase0, Profesor26
Día4, Período2, Clase1, Profesor22
Día4, Período2, Clase2, Profesor27
Día4, Período2, Clase3, Profesor5
Día4, Período2, Clase4, Profesor37
Día4, Período2, Clase5, Profesor41
Día4, Período2, Clase6, Profesor3
Día4, Período2, Clase7, Profesor30
Día4, Período2, Clase8, Profesor10
Día4, Período2, Clase9, Profesor24
Día4, Período2, Clase10, Profesor6
Día4, Período2, Clase11, Profesor42
Día4, Período2, Clase12, Profesor17
Día4, Período2, Clase13, Profesor36
Día4, Período2, Clase14, Profesor15
Día4, Período2, Clase15, Profesor2
Día4, Período3, Clase0, Profesor26
Día4, Período3, Clase1, Profesor41
Día4, Período3, Clase2, Profesor22
Día4, Período3, Clase3, Profesor5
Día4, Período3, Clase4, Profesor34
Día4, Período3, Clase5, Profesor19
Día4, Período3, Clase6, Profesor10
Día4, Período3, Clase7, Profesor23
Día4, Período3, Clase8, Profesor33
Día4, Período3, Clase9, Profesor24
Día4, Período3, Clase10, Profesor30
Día4, Período3, Clase11, Profesor13
Día4, Período3, Clase12, Profesor17
Día4, Período3, Clase13, Profesor0
Día4, Período3, Clase14, Profesor12
Día4, Período3, Clase15, Profesor20
Día4, Período4, Clase0, Profesor14
Día4, Período4, Clase1, Profesor5
Día4, Período4, Clase2, Profesor25
Día4, Período4, Clase3, Profesor22
Día4, Período4, Clase4, Profesor4
Día4, Período4, Clase5, Profesor19
Día4, Período4, Clase6, Profesor10
Día4, Período4, Clase7, Profesor23
Día4, Período4, Clase8, Profesor12
Día4, Período4, Clase9, Profesor33
Día4, Período4, Clase10, Profesor30
Día4, Período4, Clase11, Profesor13
Día4, Período4, Clase12, Profesor20
Día4, Período4, Clase13, Profesor0
Día4, Período4, Clase14, Profesor7
Día4, Período4, Clase15, Profesor26
