Valor de la Función Objetivo: 1690, Tiempo de cómputo: 9.65256 segundos
Cantidad total de ventanas horarias entre todos los profesores: 11, Ponderación asociada: 50
Cantidad total de lecciones dobles no asignadas: 114, Ponderación asociada: 10

# Lista de Asignaciones (D x P x C) x 4
Día0, Período0, Clase0, Profesor44
Día1, Período1, Clase9, Profesor34
Día1, Período1, Clase10, Profesor23
Día1, Período1, Clase11, Profesor13
Día1, Período1, Clase12, Profesor6
Día1, Período1, Clase13, Profesor40
Día1, Período1, Clase14, Profesor19
Día1, Período1, Clase15, Profesor10
Día1, Período1, Clase16, Profesor26
Día1, Período1, Clase17, Profesor3
Día1, Período2, Clase0, Profesor44
Día1, Período2, Clase1, Profesor6
Día1, Período2, Clase2, Profesor43
Día1, Período2, Clase3, Profesor26
Día1, Período2, Clase4, Profesor27
Día1, Período2, Clase5, Profesor0
Día1, Período2, Clase6, Profesor38
Día1, Período2, Clase7, Profesor37
Día1, Período2, Clase8, Profesor25
Día1, Período2, Clase9, Profesor34
Día1, Período2, Clase10, Profesor30
Día1, Período2, Clase11, Profesor31
Día1, Período2, Clase12, Profesor41
Día1, Período2, Clase13, Profesor40
Día1, Período2, Clase14, Profesor19
Día1, Período2, Clase15, Profesor23
Día1, Período2, Clase16, Profesor1
Día1, Período2, Clase17, Profesor2
Día1, Período3, Clase0, Profesor2
Día1, Período3, Clase1, Profesor44
Día1, Período3, Clase2, Profesor1
Día1, Período3, Clase3, Profesor43
Día1, Período3, Clase4, Profesor21
Día1, Período3, Clase5, Profesor0
Día1, Período3, Clase6, Profesor25
Día1, Período3, Clase7, Profesor34
Día1, Período3, Clase8, Profesor30
Día1, Período3, Clase9, Profesor3
Día1, Período3, Clase10, Profesor24
Día1, Período3, Clase11, Profesor31
Día1, Período3, Clase12, Profesor6
Día1, Período3, Clase13, Profesor19
Día1, Período3, Clase14, Profesor38
Día1, Período3, Clase15, Profesor23
Día1, Período3, Clase16, Profesor15
Día1, Período3, Clase17, Profesor32
Día1, Período4, Clase0, Profesor1
Día1, Período4, Clase1, Profesor2
Día1, Período4, Clase2, Profesor44
Día1, Período4, Clase3, Profesor43
Día1, Período4, Clase4, Profesor28
Día1, Período4, Clase5, Profesor9
Día1, Período4, Clase6, Profesor19
Día1, Período4, Clase7, Profesor34
Día1, Período4, Clase8, Profesor30
Día1, Período4, Clase9, Profesor41
Día1, Período4, Clase10, Profesor25
Día1, Período4, Clase11, Profesor6
Día1, Período4, Clase12, Profesor4
Día1, Período4, Clase13, Profesor15
Día1, Período4, Clase14, Profesor38
Día1, Período4, Clase15, Profesor21
Día1, Período4, Clase16, Profesor3
Día1, Período4, Clase17, Profesor20
Día2, Período0, Clase0, Profesor11
Día2, Período0, Clase1, Profesor2
Día2, Período0, Clase2, Profesor36
Día2, Período0, Clase3, Profesor35
Día2, Período0, Clase4, Profesor22
Día2, Período0, Clase5, Profesor4
Día2, Período0, Clase6, Profesor19
Día2, Período0, Clase7, Profesor17
Día2, Período0, Clase8, Profesor25
Día2, Período0, Clase9, Profesor37
Día2, Período0, Clase10, Profesor23
Día2, Período0, Clase11, Profesor42
Día2, Período0, Clase12, Profesor18
Día2, Período0, Clase13, Profesor30
Día2, Período0, Clase14, Profesor7
Día2, Período0, Clase15, Profesor1
Día2, Período0, Clase16, Profesor0
Día2, Período0, Clase17, Profesor3
Día2, Período1, Clase0, Profesor11
Día2, Período1, Clase1, Profesor43
Día2, Período1, Clase2, Profesor1
Día2, Período1, Clase3, Profesor7
Día2, Período1, Clase4, Profesor21
Día2, Período1, Clase5, Profesor37
Día2, Período1, Clase6, Profesor19
Día2, Período1, Clase7, Profesor16
Día2, Período1, Clase8, Profesor23
Día2, Período1, Clase9, Profesor3
Día2, Período1, Clase10, Profesor25
Día2, Período1, Clase11, Profesor13
Día2, Período1, Clase12, Profesor4
Día2, Período1, Clase13, Profesor30
Día2, Período1, Clase14, Profesor38
Día2, Período1, Clase15, Profesor15
Día2, Período1, Clase16, Profesor32
Día2, Período1, Clase17, Profesor2
Día2, Período2, Clase0, Profesor2
Día2, Período2, Clase1, Profesor43
Día2, Período2, Clase2, Profesor26
Día2, Período2, Clase3, Profesor7
Día2, Período2, Clase4, Profesor1
Día2, Período2, Clase5, Profesor37
Día2, Período2, Clase6, Profesor30
Día2, Período2, Clase7, Profesor16
Día2, Período2, Clase8, Profesor25
Día2, Período2, Clase9, Profesor15
Día2, Período2, Clase10, Profesor40
Día2, Período2, Clase11, Profesor13
Día2, Período2, Clase12, Profesor3
Día2, Período2, Clase13, Profesor38
Día2, Período2, Clase14, Profesor19
Día2, Período2, Clase15, Profesor14
Día2, Período2, Clase16, Profesor32
Día2, Período2, Clase17, Profesor42
Día2, Período3, Clase0, Profesor2
Día2, Período3, Clase1, Profesor26
Día2, Período3, Clase2, Profesor1
Día2, Período3, Clase3, Profesor43
Día2, Período3, Clase4, Profesor27
Día2, Período3, Clase5, Profesor9
Día2, Período3, Clase6, Profesor7
Día2, Período3, Clase7, Profesor19
Día2, Período3, Clase8, Profesor23
Día2, Período3, Clase9, Profesor34
Día2, Período3, Clase10, Profesor40
Día2, Período3, Clase11, Profesor3
Día2, Período3, Clase12, Profesor41
Día2, Período3, Clase13, Profesor38
Día2, Período3, Clase14, Profesor30
Día2, Período3, Clase15, Profesor20
Día2, Período3, Clase16, Profesor15
Día2, Período3, Clase17, Profesor42
Día2, Período4, Clase0, Profesor29
Día2, Período4, Clase1, Profesor27
Día2, Período4, Clase2, Profesor2
Día2, Período4, Clase3, Profesor26
Día2, Período4, Clase4, Profesor8
Día2, Período4, Clase5, Profesor41
Día2, Período4, Clase6, Profesor39
Día2, Período4, Clase7, Profesor34
Día2, Período4, Clase8, Profesor30
Día2, Período4, Clase9, Profesor15
Día2, Período4, Clase10, Profesor23
Día2, Período4, Clase11, Profesor42
Día2, Período4, Clase12, Profesor3
Día2, Período4, Clase13, Profesor19
Día2, Período4, Clase14, Profesor38
Día2, Período4, Clase15, Profesor5
Día2, Período4, Clase16, Profesor1
Día2, Período4, Clase17, Profesor20
Día3, Período0, Clase0, Profesor11
Día3, Período0, Clase1, Profesor44
Día3, Período0, Clase2, Profesor26
Día3, Período0, Clase3, Profesor27
Día3, Período0, Clase4, Profesor22
Día3, Período0, Clase5, Profesor9
Día3, Período0, Clase6, Profesor39
Día3, Período0, Clase7, Profesor19
Día3, Período0, Clase8, Profesor7
Día3, Período0, Clase9, Profesor42
Día3, Período0, Clase10, Profesor30
Día3, Período0, Clase11, Profesor31
Día3, Período0, Clase12, Profesor3
Día3, Período0, Clase13, Profesor38
Día3, Período0, Clase14, Profesor40
Día3, Período0, Clase15, Profesor10
Día3, Período0, Clase16, Profesor2
Día3, Período0, Clase17, Profesor23
Día3, Período1, Clase0, Profesor11
Día3, Período1, Clase1, Profesor26
Día3, Período1, Clase2, Profesor44
Día3, Período1, Clase3, Profesor35
Día3, Período1, Clase4, Profesor27
Día3, Período1, Clase5, Profesor9
Día3, Período1, Clase6, Profesor38
Día3, Período1, Clase7, Profesor19
Día3, Período1, Clase8, Profesor25
Día3, Período1, Clase9, Profesor15
Día3, Período1, Clase10, Profesor7
Día3, Período1, Clase11, Profesor31
Día3, Período1, Clase12, Profesor3
Día3, Período1, Clase13, Profesor30
Día3, Período1, Clase14, Profesor40
Día3, Período1, Clase15, Profesor10
Día3, Período1, Clase16, Profesor42
Día3, Período1, Clase17, Profesor23
Día3, Período2, Clase0, Profesor36
Día3, Período2, Clase1, Profesor27
Día3, Período2, Clase2, Profesor44
Día3, Período2, Clase3, Profesor35
Día3, Período2, Clase4, Profesor11
Día3, Período2, Clase5, Profesor15
Día3, Período2, Clase6, Profesor38
Día3, Período2, Clase7, Profesor34
Día3, Período2, Clase8, Profesor23
Día3, Período2, Clase9, Profesor3
Día3, Período2, Clase10, Profesor25
Día3, Período2, Clase11, Profesor18
Día3, Período2, Clase12, Profesor31
Día3, Período2, Clase13, Profesor40
Día3, Período2, Clase14, Profesor19
Día3, Período2, Clase15, Profesor7
Día3, Período2, Clase16, Profesor42
Día3, Período2, Clase17, Profesor33
Día3, Período3, Clase0, Profesor36
Día3, Período3, Clase1, Profesor13
Día3, Período3, Clase2, Profesor27
Día3, Período3, Clase3, Profesor43
Día3, Período3, Clase4, Profesor11
Día3, Período3, Clase5, Profesor0
Día3, Período3, Clase6, Profesor25
Día3, Período3, Clase7, Profesor34
Día3, Período3, Clase8, Profesor23
Día3, Período3, Clase9, Profesor3
Día3, Período3, Clase10, Profesor24
Día3, Período3, Clase11, Profesor18
Día3, Período3, Clase12, Profesor4
Día3, Período3, Clase13, Profesor38
Día3, Período3, Clase14, Profesor7
Día3, Período3, Clase15, Profesor15
Día3, Período3, Clase16, Profesor33
Día3, Período3, Clase17, Profesor1
Día3, Período4, Clase0, Profesor29
Día3, Período4, Clase1, Profesor13
Día3, Período4, Clase2, Profesor43
Día3, Período4, Clase3, Profesor7
Día3, Período4, Clase4, Profesor27
Día3, Período4, Clase5, Profesor0
Día3, Período4, Clase6, Profesor25
Día3, Período4, Clase7, Profesor41
Día3, Período4, Clase8, Profesor19
Día3, Período4, Clase9, Profesor34
Día3, Período4, Clase10, Profesor24
Día3, Período4, Clase11, Profesor3
Día3, Período4, Clase12, Profesor4
Día3, Período4, Clase13, Profesor15
Día3, Período4, Clase14, Profesor38
Día3, Período4, Clase15, Profesor20
Día3, Período4, Clase16, Profesor23
Día3, Período4, Clase17, Profesor1
Día4, Período0, Clase0, Profesor8
Día4, Período0, Clase1, Profesor1
Día4, Período0, Clase2, Profesor13
Día4, Período0, Clase3, Profesor29
Día4, Período0, Clase4, Profesor11
Día4, Período0, Clase5, Profesor4
Día4, Período0, Clase6, Profesor39
Día4, Período0, Clase7, Profesor17
Día4, Período0, Clase8, Profesor23
Día4, Período0, Clase9, Profesor41
Día4, Período0, Clase10, Profesor30
Día4, Período0, Clase11, Profesor42
Día4, Período0, Clase12, Profesor6
Día4, Período0, Clase13, Profesor19
Día4, Período0, Clase14, Profesor25
Día4, Período0, Clase15, Profesor33
Día4, Período0, Clase16, Profesor2
Día4, Período0, Clase17, Profesor7
Día4, Período1, Clase0, Profesor13
Día4, Período1, Clase1, Profesor6
Día4, Período1, Clase2, Profesor2
Día4, Período1, Clase3, Profesor8
Día4, Período1, Clase4, Profesor26
Día4, Período1, Clase5, Profesor37
Día4, Período1, Clase6, Profesor39
Día4, Período1, Clase7, Profesor41
Día4, Período1, Clase8, Profesor23
Día4, Período1, Clase9, Profesor42
Día4, Período1, Clase10, Profesor30
Día4, Período1, Clase11, Profesor18
Día4, Período1, Clase12, Profesor31
Día4, Período1, Clase13, Profesor19
Día4, Período1, Clase14, Profesor25
Día4, Período1, Clase15, Profesor1
Día4, Período1, Clase16, Profesor0
Día4, Período1, Clase17, Profesor7
Día4, Período2, Clase0, Profesor2
Día4, Período2, Clase1, Profesor6
Día4, Período2, Clase2, Profesor13
Día4, Período2, Clase3, Profesor8
Día4, Período2, Clase4, Profesor26
Día4, Período2, Clase5, Profesor15
Día4, Período2, Clase6, Profesor19
Día4, Período2, Clase7, Profesor41
Día4, Período2, Clase8, Profesor30
Día4, Período2, Clase9, Profesor37
Día4, Período2, Clase10, Profesor7
Día4, Período2, Clase11, Profesor18
Día4, Período2, Clase12, Profesor31
Día4, Período2, Clase13, Profesor25
Día4, Período2, Clase14, Profesor40
Día4, Período2, Clase15, Profesor5
Día4, Período2, Clase16, Profesor23
Día4, Período2, Clase17, Profesor0
Día4, Período3, Clase0, Profesor36
Día4, Período3, Clase1, Profesor44
Día4, Período3, Clase2, Profesor43
Día4, Período3, Clase3, Profesor1
Día4, Período3, Clase4, Profesor28
Día4, Período3, Clase5, Profesor15
Día4, Período3, Clase6, Profesor7
Día4, Período3, Clase7, Profesor34
Día4, Período3, Clase8, Profesor19
Día4, Período3, Clase9, Profesor37
Día4, Período3, Clase10, Profesor23
Día4, Período3, Clase11, Profesor3
Día4, Período3, Clase12, Profesor18
Día4, Período3, Clase13, Profesor25
Día4, Período3, Clase14, Profesor30
Día4, Período3, Clase15, Profesor14
Día4, Período3, Clase16, Profesor26
Día4, Período3, Clase17, Profesor0
Día4, Período4, Clase0, Profesor26
Día4, Período4, Clase1, Profesor27
Día4, Período4, Clase2, Profesor43
Día4, Período4, Clase3, Profesor35
Día4, Período4, Clase4, Profesor28
Día4, Período4, Clase5, Profesor37
Día4, Período4, Clase6, Profesor25
Día4, Período4, Clase7, Profesor15
Día4, Período4, Clase8, Profesor7
Día4, Período4, Clase9, Profesor41
Día4, Período4, Clase10, Profesor23
Día4, Período4, Clase11, Profesor6
Día4, Período4, Clase12, Profesor18
Día4, Período4, Clase13, Profesor40
Día4, Período4, Clase14, Profesor30
Día4, Período4, Clase15, Profesor10
Día4, Período4, Clase16, Profesor20
Día4, Período4, Clase17, Profesor12
